0.529798 0.0448098 0.0140467 0.0096266 0.00887097 0.00817895 0.00749656 0.00716308 0.00663106 0.00641709 0.00621469 0.00598144 0.00563447 0.00579254 0.00558242 0.00534918 0.00518533 0.00538002 0.00540508 0.00513714 0.00509666 0.00520461 0.00475354 0.00484607 0.00485956 0.00488269 0.00471499 0.00481523 0.00482679 0.00467836 0.00443163 0.00454343 0.00452223 0.00462439 0.00441621 0.00442584 0.00436031 0.00442584 0.0044297 0.00439115 0.00426585 0.0043044 0.00405188 0.00414056 0.00421188 0.00400369 0.00398827 0.00424465 0.00402682 0.00403068 0.00389382 0.00383213 0.00377238 0.00378394 0.00378202 0.00390346 0.00378973 0.00391502 0.00386876 0.00365479 0.0036066 0.003809 0.00344854 0.00350829 0.00344854 0.00343119 0.00349865 0.003516 0.00359118 0.00340034 0.00347745 0.00338878 0.0033136 0.00321722 0.00324228 0.00330975 0.00330204 0.00323842 0.00319216 0.00327505 0.00317096 0.00317288 0.00325192 0.00325384 0.00320565 0.0030553 0.00319987 0.00303024 0.0030418 0.0029859 0.00305723 0.00306494 0.00285675 0.00295121 0.00294735 0.00281627 0.00286639 0.00284904 0.00289916 0.0026929 
0.470094 0.0626355 0.0327311 0.0203169 0.011123 0.011914 0.00810814 0.00843192 0.00697975 0.00702046 0.00610922 0.00620422 0.00605299 0.0055838 0.00574084 0.00557604 0.0054442 0.00532593 0.00522706 0.00546359 0.00512042 0.00501379 0.00504287 0.00494399 0.00479664 0.00498083 0.00488582 0.00483735 0.00477143 0.0047249 0.00470745 0.00457173 0.00468419 0.00458531 0.0046997 0.00446704 0.00451745 0.00436622 0.00441663 0.00438367 0.00447479 0.0042751 0.00412387 0.00411611 0.00424989 0.00414907 0.00412193 0.00418009 0.00380008 0.00407346 0.00389121 0.00376906 0.00385631 0.00381753 0.00364498 0.00380978 0.00384468 0.00374774 0.00392417 0.00372447 0.00367406 0.00362171 0.00359263 0.0035461 0.00372253 0.00362171 0.00359263 0.00333089 0.00359651 0.00363528 0.00343753 0.00338324 0.00343753 0.00331926 0.00333089 0.00327273 0.00344722 0.0031913 0.00316221 0.00324364 0.0031564 0.0032417 0.00308078 0.0030168 0.00316221 0.00307303 0.00313895 0.00324558 0.00312731 0.00306721 0.00311568 0.0029916 0.00302843 0.00301292 0.0027919 0.00289853 0.00293925 0.00288496 0.00282486 0.00284812 
0.311382 0.205748 0.0217998 0.0239471 0.0292002 0.00948725 0.00955155 0.0103563 0.00853443 0.00652358 0.0067652 0.00695615 0.00593708 0.00589422 0.00595267 0.00525121 0.00542658 0.00548113 0.00538371 0.00540904 0.00511871 0.00522198 0.0051343 0.00517717 0.00495309 0.00479136 0.00473291 0.00483813 0.00476019 0.00490438 0.00477967 0.00463354 0.00464912 0.00466081 0.0044874 0.00433152 0.00455949 0.00434321 0.00425747 0.00430619 0.00430814 0.00421461 0.00425942 0.00412108 0.00439387 0.00406847 0.00406457 0.00413862 0.00424578 0.00417369 0.00398663 0.00406652 0.00394571 0.00386777 0.00395741 0.00401586 0.00374307 0.00385024 0.00366903 0.00363395 0.00365149 0.00357355 0.00365539 0.00363785 0.0037645 0.00359109 0.00371189 0.00334947 0.00338455 0.00352094 0.00339234 0.00346054 0.00351315 0.00336311 0.00322087 0.00338844 0.00323646 0.00338065 0.00322867 0.00320723 0.00322867 0.00322087 0.00316047 0.00314488 0.00309812 0.00297731 0.00315657 0.0030611 0.00302018 0.00315462 0.00307668 0.00288573 0.00306499 0.00294613 0.00301238 0.0029929 0.00279025 0.00273375 0.00285066 0.00283897 
0.231347 0.240647 0.0525017 0.019428 0.0200466 0.0220648 0.0191677 0.00849156 0.00789257 0.0081862 0.00962299 0.00633833 0.0059762 0.00603688 0.00628939 0.00617195 0.00536546 0.00562581 0.00546921 0.00573738 0.00518146 0.00517167 0.00516188 0.00526367 0.00496418 0.00482715 0.00500724 0.0047606 0.00497005 0.0048526 0.00478213 0.00473711 0.00464902 0.00469796 0.00445132 0.00448459 0.00427906 0.00447481 0.0044474 0.00435932 0.00440434 0.00437302 0.00431429 0.00429472 0.00399718 0.00417335 0.00419293 0.00410289 0.00424187 0.00410484 0.00403829 0.00397173 0.00410484 0.00392475 0.00386407 0.00381905 0.00385624 0.00377599 0.00390518 0.00355087 0.00361156 0.00365462 0.00366245 0.00375641 0.00358024 0.00369181 0.00365658 0.00356066 0.0036233 0.00344517 0.00334338 0.00346475 0.00353326 0.003453 0.00328661 0.00337666 0.00340015 0.00335513 0.00326508 0.00322789 0.00319266 0.00343538 0.0031124 0.0033101 0.00321027 0.0029832 0.00309674 0.00317308 0.00306738 0.00302235 0.00304193 0.0030615 0.00295776 0.00281486 0.00293623 0.00289512 0.00295776 0.00305563 0.00303801 0.00274831 
0.185219 0.19297 0.140014 0.0166466 0.017104 0.0176478 0.0183054 0.020663 0.0111481 0.00759699 0.00732217 0.00731235 0.00768337 0.00859815 0.00575762 0.00579099 0.00577725 0.00567517 0.00616201 0.00567713 0.00536305 0.00521385 0.00502344 0.00511963 0.00539249 0.00496847 0.00485658 0.00504111 0.00459157 0.00483695 0.00469168 0.00465831 0.00463868 0.00463083 0.00448164 0.00465831 0.00460924 0.00428926 0.00429711 0.00436582 0.00434815 0.00419111 0.00442667 0.00418522 0.00419307 0.00405762 0.0041224 0.00407529 0.00410473 0.00414988 0.00401051 0.00396339 0.00396143 0.00389861 0.0038515 0.0038142 0.00386328 0.0036709 0.00365127 0.00370427 0.00382794 0.00381028 0.00372783 0.00373961 0.00350797 0.00343926 0.00364342 0.00361397 0.00354134 0.0034903 0.00342944 0.00342944 0.00336074 0.0034373 0.00345496 0.00328418 0.00326847 0.00322725 0.00330185 0.0032567 0.00320369 0.00320369 0.00314873 0.0032567 0.00315854 0.00328418 0.00308198 0.00311339 0.00308984 0.00305058 0.00292887 0.00291709 0.00308198 0.00284838 0.00297402 0.00302506 0.00301132 0.00294653 0.00296616 0.0028739 
0.154574 0.159855 0.163694 0.0494446 0.0153204 0.015577 0.0155336 0.0154803 0.0162717 0.0174775 0.00706125 0.00686587 0.00671786 0.0066705 0.00665273 0.0074599 0.00733557 0.00566992 0.00563834 0.00535613 0.00539758 0.00553967 0.00580609 0.00516075 0.00509168 0.00498511 0.00477789 0.00482723 0.00493972 0.00503642 0.00494959 0.00466145 0.00468513 0.00470092 0.00460422 0.00464172 0.00456278 0.00445226 0.00422925 0.00445029 0.00441871 0.00452528 0.00429438 0.00428056 0.00420754 0.00411479 0.00407729 0.00418978 0.00415821 0.00409505 0.0041957 0.00397269 0.0038681 0.00393717 0.00393914 0.00384442 0.0038977 0.00387402 0.00369048 0.00377929 0.00382271 0.00384442 0.00377732 0.00375166 0.00356023 0.00356418 0.00365101 0.00360957 0.00363917 0.00353655 0.00357602 0.00353063 0.00356418 0.00361549 0.00342998 0.00327407 0.00338656 0.00349116 0.00323657 0.00326815 0.00334314 0.00322276 0.00320894 0.00319513 0.00305303 0.00298199 0.00308658 0.0030708 0.00320894 0.00302343 0.00302146 0.00308658 0.00305501 0.00284976 0.00296225 0.00306882 0.00299778 0.00300567 0.00291291 0.00299975 
0.13202 0.137167 0.14137 0.112104 0.0144782 0.0143593 0.0141909 0.0137946 0.0140046 0.0140245 0.0154748 0.0120827 0.00670312 0.0064396 0.00648121 0.00630486 0.00643762 0.00645149 0.00763637 0.0060235 0.00532208 0.00536765 0.00521508 0.00514771 0.00535576 0.00523688 0.00578177 0.00487032 0.00475143 0.00489607 0.00474152 0.00480493 0.00476926 0.00481286 0.00477323 0.00465236 0.00457509 0.00437298 0.00442648 0.00442846 0.00439478 0.00455923 0.00444233 0.00430363 0.00387763 0.00417484 0.00426995 0.00408369 0.00411143 0.00409756 0.00417682 0.00407181 0.00403218 0.00406983 0.00384989 0.00394103 0.0040936 0.00384989 0.00392914 0.00368939 0.00380035 0.00369336 0.00379243 0.00369732 0.00379243 0.00360816 0.00365373 0.00357645 0.0035071 0.00360221 0.00346153 0.00349918 0.00356853 0.00336444 0.00345559 0.00340011 0.00347144 0.00327726 0.00345955 0.00317621 0.00316234 0.00324754 0.00317819 0.00312469 0.00319008 0.00317423 0.0031346 0.00328518 0.00316432 0.00299194 0.00306921 0.00291664 0.00301968 0.00298005 0.00290079 0.0030811 0.00301373 0.00296816 0.00286314 0.00280766 
0.115073 0.120209 0.123829 0.125245 0.0482979 0.0134869 0.0130706 0.0128634 0.0127797 0.0124829 0.0128215 0.0131323 0.0152081 0.00757618 0.0064785 0.00617968 0.00623147 0.00623745 0.00601632 0.00614979 0.00661994 0.00745067 0.00529516 0.00519157 0.00507602 0.00496446 0.00498438 0.00493856 0.004827 0.0052334 0.00521746 0.00477122 0.0046238 0.00467161 0.00448037 0.0044724 0.00459989 0.00447638 0.00464173 0.00457001 0.00439669 0.00426123 0.00427517 0.00438275 0.00422338 0.00422537 0.00415564 0.00420146 0.0043449 0.00403412 0.00403611 0.00390862 0.00392655 0.00406201 0.00390862 0.00395045 0.00416361 0.00392655 0.00390065 0.00403213 0.00386877 0.00379108 0.00374327 0.0037094 0.00360979 0.00370342 0.00359385 0.00358987 0.00365362 0.00366756 0.00352413 0.00363569 0.00341058 0.00339265 0.0034305 0.00326116 0.00331097 0.00328308 0.00343647 0.00332491 0.00341854 0.00313964 0.00321136 0.00323527 0.00323327 0.0032512 0.0032771 0.00313765 0.00322331 0.00298824 0.00308386 0.00299023 0.00303207 0.00308585 0.00293644 0.003048 0.00311175 0.00288465 0.00295437 0.00302609 
0.103053 0.106524 0.109078 0.112608 0.0963999 0.0132231 0.01233 0.0122181 0.0120323 0.0117705 0.0115887 0.0117046 0.0122361 0.0129194 0.0127775 0.0062499 0.00613801 0.00614001 0.00602212 0.00590424 0.00597817 0.00592622 0.00603811 0.00652163 0.00665151 0.00510502 0.00507704 0.00493319 0.00490521 0.00473937 0.00502909 0.00480731 0.00510502 0.00502709 0.00510102 0.00475935 0.00469542 0.0045116 0.0046135 0.00444766 0.00437973 0.00442768 0.00428782 0.00448762 0.0045096 0.00438572 0.00423187 0.00412597 0.0039961 0.00401009 0.00418192 0.00401208 0.00406004 0.00406004 0.0038962 0.00381628 0.00401208 0.00370239 0.00396813 0.00385624 0.0037863 0.00380029 0.00361647 0.0036844 0.00353455 0.0035845 0.00364045 0.00355653 0.00357451 0.00368041 0.00362047 0.00351057 0.00344264 0.00336671 0.0033847 0.00333275 0.00336871 0.00335273 0.00324084 0.00344664 0.00337471 0.00339069 0.0033807 0.00330278 0.00321286 0.00330278 0.00325083 0.0031769 0.0031729 0.00306501 0.00321486 0.00301506 0.00290716 0.00304503 0.00303104 0.00293913 0.00281126 0.00286321 0.00290317 0.00281725 
0.0922282 0.0963093 0.0989528 0.101117 0.102601 0.0466476 0.0122876 0.0116111 0.0112869 0.0111923 0.0111339 0.0108923 0.0109587 0.0111963 0.011603 0.0126681 0.0092051 0.00612063 0.00595956 0.00584882 0.00563742 0.0057844 0.00548239 0.00570386 0.00573608 0.00590319 0.00642666 0.00575017 0.00490456 0.0049408 0.00475959 0.00503341 0.00473141 0.0045643 0.00463678 0.00469718 0.00478577 0.00504952 0.00476362 0.00444148 0.0045502 0.0043992 0.00434685 0.00414954 0.00432672 0.00414149 0.00432269 0.00422807 0.00431464 0.00420391 0.00414149 0.00392807 0.00409317 0.00408713 0.00389183 0.00409317 0.00394015 0.00393814 0.00394217 0.00400257 0.00394217 0.0037509 0.00375291 0.00369251 0.00359184 0.00367036 0.00382942 0.0034952 0.00358782 0.00343681 0.00369855 0.00341467 0.0036462 0.00356768 0.00341668 0.00344285 0.00326568 0.00344688 0.00340863 0.0032536 0.00325964 0.00324756 0.00329185 0.00337239 0.00327574 0.00320125 0.00316702 0.00323749 0.00325762 0.00313884 0.00308045 0.00308246 0.00301803 0.00313481 0.0028771 0.00286502 0.00286703 0.00294555 0.00284891 0.00292542 
