0.36 507492 0.108678 0.540178 0.18 770.429
0.36 514443 0.122113 0.586622 0.2 770.393
0.36 520877 0.134761 0.62483 0.22 770.385
0.36 527696 0.148576 0.675909 0.24 770.414
0.36 534218 0.163319 0.721854 0.26 770.393
0.36 540475 0.1785 0.772712 0.28 770.363
0.36 548399 0.193352 0.817671 0.3 770.373
0.36 554608 0.209038 0.871385 0.32 770.337
0.36 562480 0.22543 0.922757 0.34 770.365
0.36 569837 0.24228 0.982481 0.36 770.429
0.36 577594 0.258865 1.01859 0.38 770.385
0.36 585277 0.277552 1.08683 0.4 770.377
0.36 592635 0.293219 1.14181 0.42 770.394
0.36 601469 0.31362 1.19865 0.44 770.359
0.36 609812 0.333126 1.26075 0.46 770.369
0.36 620582 0.350919 1.30416 0.48 770.366
0.36 628523 0.369823 1.36784 0.5 770.355
0.36 638638 0.390218 1.42563 0.52 770.371
0.36 648234 0.413986 1.49861 0.54 770.369
0.36 658232 0.434882 1.55521 0.56 770.368
0.36 668645 0.458726 1.6219 0.58 770.367
0.36 679106 0.48138 1.69693 0.6 770.353
0.36 690068 0.506423 1.75777 0.62 770.371
0.36 702395 0.531193 1.82673 0.64 770.389
0.36 714110 0.556862 1.89427 0.66 770.403
0.36 726451 0.582377 1.96489 0.68 770.354
0.36 738675 0.610761 2.04578 0.7 770.374
0.36 751667 0.637685 2.10481 0.72 770.413
0.36 765040 0.668032 2.19018 0.74 770.374
0.36 779681 0.698583 2.27402 0.76 770.383
0.36 793146 0.730374 2.35135 0.78 770.374
0.36 809259 0.763406 2.43905 0.8 770.403
0.36 824833 0.800332 2.53104 0.82 770.389
0.36 841065 0.835739 2.61848 0.84 770.369
0.36 858354 0.873122 2.69785 0.86 770.37
0.36 875740 0.909264 2.7844 0.88 770.391
0.36 894074 0.95146 2.88712 0.9 770.374
0.36 913757 0.993945 2.99462 0.92 770.376
0.36 933552 1.03784 3.08814 0.94 770.387
0.36 954919 1.08186 3.18778 0.96 770.381
0.36 976653 1.12966 3.30048 0.98 770.393
0.36 1000000 1.18212 3.41343 1 770.379
0.42 459943 0.0114036 0.221788 0.02 770.428
0.42 465511 0.0223045 0.261719 0.04 770.431
0.42 471540 0.0336408 0.302378 0.06 770.421
0.42 477278 0.0453824 0.345193 0.08 770.392
0.42 481600 0.0573007 0.384345 0.1 770.357
0.42 487544 0.0692532 0.430526 0.12 770.425
0.42 492924 0.082812 0.473766 0.14 770.391
0.42 499257 0.0952295 0.514944 0.16 770.397
0.42 505196 0.108918 0.562039 0.18 770.414
0.42 510874 0.121913 0.607342 0.2 770.436
0.42 516683 0.136844 0.653581 0.22 770.402
0.42 523505 0.150426 0.698261 0.24 770.428
0.42 529988 0.16364 0.740978 0.26 770.376
0.42 536002 0.180315 0.797209 0.28 770.407
0.42 544459 0.195546 0.846818 0.3 770.435
0.42 551837 0.211816 0.893091 0.32 770.367
0.42 558992 0.227982 0.946659 0.34 770.42
0.42 566230 0.244378 0.999292 0.36 770.386
0.42 574129 0.261389 1.05041 0.38 770.443
0.42 582511 0.278621 1.10327 0.4 770.392
0.42 591051 0.296374 1.16012 0.42 770.422
0.42 598734 0.316309 1.21579 0.44 770.433
0.42 607496 0.334671 1.27848 0.46 770.427
0.42 616901 0.354164 1.33502 0.48 770.421
0.42 626390 0.374696 1.3988 0.5 770.461
0.42 634957 0.395258 1.45733 0.52 770.433
0.42 644949 0.417284 1.51798 0.54 770.433
0.42 655476 0.438652 1.58127 0.56 770.384
0.42 665784 0.462431 1.6405 0.58 770.403
0.42 676199 0.484159 1.7114 0.6 770.421
