400	2.160016699
401	2.162223343
402	2.161551756
403	2.162703049
404	2.162511167
405	2.16279899
406	2.161072051
407	2.162031461
408	2.160688287
409	2.159057289
410	2.156562822
411	2.157234409
412	2.156850645
413	2.158481643
414	2.159728876
415	2.161743638
416	2.163470577
417	2.166636631
418	2.16922704
419	2.170858037
420	2.172680917
421	2.172393094
422	2.172489035
423	2.17104992
424	2.171337743
425	2.172393094
426	2.174311915
427	2.175079443
428	2.178245498
429	2.179876496
430	2.181411552
431	2.183522255
432	2.184961371
433	2.184769489
434	2.186496428
435	2.187743661
436	2.188703072
437	2.189758423
438	2.191485362
439	2.192924478
440	2.194267653
441	2.193500124
442	2.195706768
443	2.19676212
444	2.198776882
445	2.199064705
446	2.200791644
447	2.20136729
448	2.202902347
449	2.201846995
450	2.201463231
451	2.201846995
452	2.200503821
453	2.199256587
454	2.199256587
455	2.199352528
456	2.198009353
457	2.198297176
458	2.196954002
459	2.193979829
460	2.192348832
461	2.190430011
462	2.18851119
463	2.187263956
464	2.186880192
465	2.184673548
466	2.182946609
467	2.182850668
468	2.182466904
469	2.182562845
470	2.183138491
471	2.185441076
472	2.186112664
473	2.187551779
474	2.189374659
475	2.192348832
476	2.194363594
477	2.196090532
478	2.198872823
479	2.201751054
480	2.204053639
481	2.205684637
482	2.207315635
483	2.207603458
484	2.207411576
485	2.207507517
486	2.208946633
487	2.209906043
488	2.210673571
489	2.212016746
490	2.212208628
491	2.212880215
492	2.212112687
493	2.214511213
494	2.214703095
495	2.215086859
496	2.213935567
497	2.214703095
498	2.211824864
499	2.211249218
500	2.211728923
501	2.211345159
502	2.211632982
503	2.21326398
504	2.213072098
505	2.21326398
506	2.214415272
507	2.213839626
508	2.21422339
509	2.214511213
510	2.214511213
511	2.214031508
512	2.213839626
513	2.212784274
514	2.213455862
515	2.211537041
516	2.210289807
517	2.210001984
518	2.209042574
519	2.208083163
520	2.208179104
521	2.209426338
522	2.210289807
523	2.212688333
524	2.214031508
525	2.21604627
526	2.217485386
527	2.219212324
528	2.219787971
529	2.218540737
530	2.218444796
531	2.217101621
532	2.215950329
533	2.214127449
534	2.213551803
535	2.212592392
536	2.211824864
537	2.209714161
538	2.208466927
539	2.207603458
540	2.204917109
541	2.203573934
542	2.201846995
543	2.199832233
544	2.197817471
545	2.19772153
546	2.195418945
547	2.194843299
548	2.194171712
549	2.193308242
550	2.190717834
551	2.190046247
552	2.188223367
553	2.186976133
554	2.185441076
555	2.184481666
556	2.184193843
557	2.183714138
558	2.182850668
559	2.181507494
560	2.180452142
561	2.178725203
562	2.176230736
563	2.17383221
564	2.17200933
565	2.168459511
566	2.164813752
567	2.161839579
568	2.158385702
569	2.155219647
570	2.152821121
571	2.148503774
572	2.143898604
573	2.138621846
574	2.13161815
575	2.124998218
576	2.118378286
577	2.112525882
578	2.107536947
579	2.103699306
580	2.099765723
581	2.097271256
582	2.095736199
583	2.095160553
584	2.09496867
585	2.097175314
586	2.099669782
587	2.102452072
588	2.106481596
589	2.110990825
590	2.114060939
591	2.117226993
592	2.119913342
593	2.12154434
594	2.123175338
595	2.125286041
596	2.127300803
597	2.12883586
598	2.130562798
599	2.130946563
600	2.130370916
601	2.129411506
602	2.128068331
603	2.123463161
604	2.117994521
605	2.109839533
606	2.097846902
607	2.082592276
608	2.063883772
609	2.040282274
610	2.011979666
611	1.978112477
612	1.938584766
613	1.894068121
614	1.846097598
615	1.795632608
616	1.744304149
617	1.692016279
618	1.642126935
619	1.593772649
620	1.548392534
621	1.505698769
622	1.467322351
623	1.433071397
624	1.402658086
625	1.376082416
626	1.353440329
627	1.334827767
628	1.318997494
629	1.306429217
630	1.296355407
631	1.287816654
632	1.279661665
633	1.272370146
634	1.264311098
635	1.255004817
636	1.244451302
637	1.231019555
638	1.214325813
639	1.193218783
640	1.168082229
641	1.138340505
642	1.104953022
643	1.067631955
644	1.02867989
645	0.987425241
646	0.944923358
647	0.901270182
648	0.857808888
649	0.8148273
650	0.773380768
651	0.732989588
652	0.694709111
653	0.658539337
654	0.62486403
655	0.593395367
656	0.565668405
657	0.541107497
658	0.519616703
659	0.501196022
660	0.485557631
661	0.471838062
662	0.459461667
663	0.448428447
664	0.438066814
665	0.427801122
666	0.417919194
667	0.407845385
668	0.397771575
669	0.387122119
670	0.376664545
671	0.366206971
672	0.35603722
673	0.34596341
674	0.336465247
675	0.327638671
676	0.319099917
677	0.310944929
678	0.303461527
679	0.296265949
680	0.289454134
681	0.283313907
682	0.277653386
683	0.27256851
684	0.267675517
685	0.263262229
686	0.258753
687	0.254723476
688	0.250598011
689	0.246952251
690	0.243402433
691	0.240140437
692	0.236878441
693	0.233712387
694	0.231121979
695	0.228339688
696	0.225461457
697	0.222775108
698	0.220472523
699	0.217978055
700	0.21567547
701	0.213276944
702	0.2110703
703	0.209151479
704	0.206944835
705	0.205026014
706	0.203203134
707	0.201476196
708	0.199173611
709	0.197638554
710	0.195719733
711	0.194088735
712	0.192649619
713	0.191402386
714	0.189771388
715	0.188332272
716	0.187276921
717	0.185933746
718	0.184494631
719	0.183055515
720	0.181904222
721	0.180465107
722	0.179217873
723	0.177874698
724	0.176435583
725	0.175092408
726	0.173653292
727	0.172310118
728	0.170871002
729	0.169431886
730	0.167992771
731	0.166553655
732	0.164922657
733	0.163387601
734	0.161564721
735	0.159933723
736	0.158302725
737	0.156575786
738	0.154848848
739	0.153121909
740	0.151299029
741	0.149380208
742	0.147557328
743	0.145638507
744	0.143719686
745	0.141800865
746	0.139786103
747	0.1376754
748	0.135564697
749	0.133453994
750	0.131151409
751	0.128944765
752	0.126738121
753	0.124435536
754	0.12203701
755	0.119734425
756	0.11743184
757	0.115129255
758	0.112730729
759	0.110332202
760	0.107933676
761	0.105727032
762	0.103424447
763	0.101121862
764	0.098819277
765	0.096708574
766	0.094597871
767	0.092487168
768	0.090376465
769	0.088361703
770	0.086442882
771	0.08442812
772	0.082509299
773	0.08078236
774	0.07895948
775	0.077328483
776	0.075601544
777	0.074066487
778	0.07253143
779	0.071188256
780	0.069845081
781	0.068597848
782	0.067350614
783	0.066199321
784	0.064952088
785	0.063992677
786	0.062937326
787	0.061977915
788	0.061018505
789	0.060155036
790	0.059291566
791	0.058428097
792	0.057564627
793	0.05689304
794	0.056317394
795	0.055549865
796	0.054878278
797	0.054206691
798	0.053726986
799	0.053151339
800	0.052479752
801	0.052000047
802	0.051520341
803	0.051136577
804	0.050656872
805	0.050177167
806	0.049697462
807	0.049313697
808	0.048929933
809	0.048546169
810	0.048066464
811	0.0476827
812	0.047394876
813	0.047011112
814	0.046531407
815	0.046051702
816	0.045667938
817	0.045284173
818	0.04499635
819	0.044612586
820	0.044324763
821	0.04403694
822	0.043653176
823	0.043365353
824	0.042981588
825	0.042693765
826	0.042405942
827	0.042022178
828	0.041734355
829	0.041446532
830	0.041062767
831	0.040774944
832	0.04039118
833	0.040007416
834	0.039815534
835	0.03943177
836	0.039048006
837	0.038856123
838	0.0385683
839	0.038280477
840	0.037992654
841	0.037704831
842	0.037417008
843	0.037129185
844	0.036841361
845	0.036553538
846	0.036265715
847	0.035977892
848	0.035690069
849	0.035402246
850	0.035210364
851	0.0348266
852	0.034538776
853	0.034155012
854	0.03396313
855	0.033579366
856	0.033291543
857	0.032907779
858	0.032524014
859	0.03214025
860	0.031660545
861	0.03118084
862	0.030797076
863	0.030221429
864	0.029645783
865	0.029070137
866	0.028398549
867	0.027726962
868	0.027151316
869	0.026287846
870	0.025616259
871	0.025040613
872	0.024369026
873	0.023601497
874	0.02292991
875	0.022354264
876	0.021682676
877	0.021202971
878	0.020627325
879	0.02014762
880	0.019763855
881	0.019380091
882	0.018996327
883	0.018708504
884	0.01832474
885	0.018132858
886	0.017940976
887	0.017653152
888	0.01746127
889	0.017269388
890	0.016981565
891	0.016789683
892	0.016597801
893	0.016309978
894	0.016214037
895	0.016022155
896	0.015734331
897	0.015542449
898	0.015350567
899	0.015158685
900	0.014870862
901	0.014774921
902	0.014487098
903	0.014295216
904	0.014199275
905	0.014103334
906	0.013815511
907	0.01371957
908	0.013527687
909	0.013239864
910	0.013143923
911	0.012952041
912	0.012760159
913	0.012664218
914	0.012472336
915	0.012280454
916	0.012088572
917	0.01189669
918	0.011704808
919	0.011608867
920	0.011416984
921	0.011225102
922	0.011129161
923	0.010937279
924	0.010745397
925	0.010649456
926	0.010457574
927	0.010361633
928	0.010169751
929	0.009977869
930	0.009881928
931	0.009690046
932	0.009594105
933	0.009402222
934	0.009306281
935	0.009114399
936	0.008922517
937	0.008826576
938	0.008634694
939	0.008538753
940	0.008346871
941	0.008154989
942	0.008059048
943	0.007963107
944	0.007867166
945	0.007579343
946	0.007483402
947	0.007291519
948	0.007195578
949	0.007003696
950	0.006811814
951	0.006715873
952	0.006523991
953	0.00642805
954	0.006332109
955	0.006044286
956	0.005852404
957	0.005756463
958	0.005660522
959	0.00546864
960	0.005276758
961	0.005180816
962	0.004988934
963	0.004892993
964	0.004701111
965	0.00460517
966	0.004413288
967	0.004317347
968	0.004125465
969	0.003933583
970	0.003741701
971	0.00364576
972	0.003549819
973	0.003357937
974	0.003166055
975	0.002974172
976	0.002878231
977	0.00278229
978	0.002590408
979	0.002494467
980	0.002206644
981	0.002110703
982	0.002014762
983	0.00182288
984	0.001726939
985	0.001630998
986	0.001535057
987	0.001343175
988	0.001151293
989	0.001055352
990	0.000957944
991	0.000766061
992	0.00067012
993	0.000574179
994	0.000478238
995	0.000382297
996	0.000286356
997	0.000190415
998	9.44738E-05
999	9.44738E-05
1000	-1.46724E-06
